local_datetime,site_id,num_days,meter_cost,demand_rate,kW,demand_cost,value,energy_cost,avg_energy_rate,total_cost
2012-07-31,92,31,142.58729,21.63,69.65039999999999,1506.5381519999996,25991.21059999804,4709.607360719901,0.18119999999999073,6358.732802719902
2012-07-31,99,31,142.58729,21.63,276.92719999999997,5989.935335999999,57105.129999999335,10347.449556000074,0.18119999999999073,16479.97218200007
2012-07-31,100,31,142.58729,21.63,207.9936,4498.901567999999,33605.14490000172,6089.252255879899,0.18119999999999073,10730.7411138799
2012-07-31,101,31,142.58729,21.63,564.5604000000001,12211.441452000001,260424.7112999987,47188.957687559545,0.18119999999999073,59542.98642955955
2012-07-31,103,31,142.58729,21.63,450.9172,9753.339036,137789.59040000165,24967.47378048034,0.18119999999999073,34863.40010648034
2012-07-31,109,31,142.58729,21.63,280.37559999999996,6064.524227999999,110845.2162999997,20085.15319356002,0.18119999999999073,26292.26471156002
2012-07-31,111,31,142.58729,21.63,220.67440000000002,4773.187272,72827.2815000021,13196.303407800988,0.18119999999999073,18112.077969800986
2012-07-31,116,31,142.58729,21.63,455.1524,9844.946412,172697.8952999962,31292.858628359223,0.18119999999999073,41280.392330359224
2012-07-31,136,31,142.58729,21.63,280.124,6059.08212,67011.24970000084,12142.438445639757,0.18119999999999073,18344.107855639755
2012-07-31,137,31,142.58729,21.63,343.77639999999997,7435.883531999999,101950.75619999807,18473.47702344008,0.18119999999999073,26051.947845440078
2012-07-31,144,31,142.58729,21.63,142.192,3075.61296,32924.0063000056,5965.829941559887,0.18119999999999073,9184.030191559887
2012-07-31,153,31,142.58729,21.63,246.204,5325.39252,97296.52560000306,17630.13043872088,0.18119999999999073,23098.11024872088
2012-07-31,186,31,142.58729,21.63,345.434,7471.73742,120611.94249999133,21854.883981000872,0.18119999999999073,29469.208691000873
2012-07-31,197,31,142.58729,21.63,416.3924,9006.567611999999,73920.7083000004,13394.432343959488,0.18119999999999073,22543.587245959487
2012-07-31,213,31,142.58729,21.63,95.40039999999999,2063.5106519999995,24088.394799999915,4364.817137759951,0.18119999999999073,6570.9150797599505
2012-07-31,214,31,142.58729,21.63,389.928,8434.14264,52574.617200001376,9526.520636639736,0.18119999999999073,18103.250566639734
2012-07-31,217,31,142.58729,21.63,407.924,8823.39612,210330.32899999668,38111.855614799395,0.18119999999999073,47077.839024799396
2012-07-31,218,31,142.58729,21.63,448.9116,9709.957908,153931.6016999987,27892.406228040167,0.18119999999999073,37744.95142604016
2012-07-31,224,31,142.58729,21.63,457.11839999999995,9887.470991999999,177175.02789999847,32104.115055480397,0.18119999999999073,42134.173337480395
2012-07-31,228,31,142.58729,21.63,78.64080000000001,1701.000504,19940.811199999847,3613.2749894402355,0.18119999999999073,5456.862783440236
